id,week,home_id,home_team,home_points,away_id,away_team,away_points
401421157,3,2193,East Tennessee State,14,231,Furman,27
401411110,3,103,Boston College,38,311,Maine,17
401405087,3,120,Maryland,34,2567,SMU,27
401426555,3,2226,Florida Atlantic,14,2116,UCF,40
401403994,3,264,Washington,39,127,Michigan State,28
401411115,3,2711,Western Michigan,13,221,Pittsburgh,34
401426559,3,242,Rice,33,309,Louisiana,21
401418829,3,2287,Illinois State,35,2197,Eastern Illinois,7
401432423,3,3066,Concordia-St. Paul,23,2894,Sioux Falls,44
401431961,3,90,Pittsburg State,49,196,Northeastern State,14
401418802,3,2377,McNeese,19,2016,Alcorn State,30
401431543,3,2395,Midwestern State,28,2392,Michigan Tech,21
401431612,3,2703,Western New Mexico,35,2848,Western Oregon,30
401426562,3,251,Texas,41,2636,UT San Antonio,20
401426556,3,228,Clemson,48,2348,Louisiana Tech,20
401431510,3,2316,Kentucky Wesleyan,11,2402,Missouri S&T,6
401403990,3,204,Oregon State,68,147,Montana State,28
401433072,3,2123,Chadron State,23,2069,Black Hills State,32
401426561,3,167,New Mexico,27,2638,UTEP,10
401431902,3,2704,West Texas A&M,24,2658,Texas A&M-Kingsville,31
401420857,3,2692,Weber State,44,3101,Utah Tech,14
401403890,3,245,Texas A&M,17,2390,Miami,9
401435175,3,2318,La Verne,0,2486,Pacific Lutheran,41
401432638,3,415,George Fox University,38,411,Chapman,28
401435170,3,205,Pacific (OR),23,2923,Pomona-Pitzer,20
401415183,3,302,UC Davis,43,301,San Diego,13
401403993,3,254,Utah,35,21,San Diego State,7
401403992,3,30,USC,45,278,Fresno State,17
401403985,3,12,Arizona,31,2449,North Dakota State,28
401403986,3,9,Arizona State,21,2199,Eastern Michigan,30
401415219,3,62,Hawai'i,24,2184,Duquesne,14
401411116,4,259,Virginia Tech,10,277,West Virginia,33
401426334,4,2247,Georgia State,24,324,Coastal Carolina,41
401421129,4,356,Illinois,31,236,Chattanooga,0
401455577,4,2060,Bentley,13,2441,New Haven,21
401411117,4,183,Syracuse,22,258,Virginia,20
401431032,4,118,Johns Hopkins,54,323,Moravian,0
401415220,4,2005,Air Force,48,2440,Nevada,20
401426571,4,2638,UTEP,27,68,Boise State,10
401433015,4,2315,Kutztown,35,2974,Shepherd,42
401405097,4,130,Michigan,34,120,Maryland,27
401421158,4,2127,Charleston Southern,19,231,Furman,24
401431553,4,110254,Davenport,51,2886,Northwood (MI),17
401431843,4,2560,Shorter,30,2673,Valdosta State,34
401433032,4,223,West Chester,26,210,Millersville,14
401435201,4,2256,Greensboro,17,2373,Maryville TN,37
401411121,4,221,Pittsburgh,45,227,Rhode Island,24
401411123,4,154,Wake Forest,45,228,Clemson,51
401431152,4,2015,Albright,0,2354,Lycoming,45
401432574,4,2274,Hiram,14,2746,Wittenberg,38
401432990,4,2858,California (PA),49,2205,Edinboro,7
401445170,4,293,Castleton State College,6,2779,St Lawrence,34
401430688,4,2304,Johnson C Smith,28,2339,Lincoln (PA),29
401411119,4,97,Louisville,41,58,South Florida,3
401460114,4,109,MIT,35,110438,Dean College,6
401445923,4,2702,Western New England,0,2532,Salisbury,35
401437202,4,3162,Alfred State College,42,190,Defiance,33
401438624,4,15,Anna Maria College,28,2557,Coast Guard,66
401438635,4,2221,FDU-Florham,23,247,King's College (PA),27
401432153,4,112335,Wheeling Jesuit,34,2249,Glenville State,23
401438668,4,452,Endicott College,26,2467,Norwich,13
401445767,4,2085,Buffalo State,10,3110,Morrisville State,31
401431162,4,114,Fitchburg State,13,110,Mass Maritime,38
401431053,4,81,Springfield,49,2280,Husson,7
401405098,4,213,Penn State,33,2117,Central Michigan,14
401404080,4,66,Iowa State,24,239,Baylor,31
401455634,4,2487,Pace,14,2038,Assumption,26
401425511,4,2523,Robert Morris,3,2193,East Tennessee State,45
401416604,4,2199,Eastern Michigan,31,2084,Buffalo,50
401404079,4,2305,Kansas,35,150,Duke,27
401403895,4,61,Georgia,39,2309,Kent State,22
401404078,4,2567,SMU,34,2628,TCU,42
401403899,4,344,Mississippi State,45,189,Bowling Green,14
401403894,4,2,Auburn,17,142,Missouri,14
401432376,4,2022,American International,3,112334,Franklin Pierce,7
401415197,4,46,Georgetown,6,171,Columbia,42
401415187,4,225,Brown,28,108,Harvard,35
401425414,4,2142,Colgate,10,107,Holy Cross,35
401432583,4,352,Kenyon,14,2980,Ohio Wesleyan,41
401432850,4,583,Northwestern (MN),7,2812,Hope,56
401435123,4,2977,Trinity (CT),19,33,Colby,7
401441991,4,112358,Long Island University,29,2803,Bryant,31
401429863,4,2551,Shaw,35,2207,Elizabeth City State,16
401432999,4,2134,Clarion,24,367,Gannon,47
401437000,4,2234,Franklin & Marshall,7,2667,Ursinus,22
401430977,4,263,Loras College,49,6845,Nebraska Wesleyan University,31
401422989,4,219,Pennsylvania,12,322,Lafayette,0
401435066,4,237,Union,24,390,Utica,31
401441930,4,2175,Dickinson,0,216,Susquehanna,45
401425090,4,2674,Valparaiso,28,301,San Diego,21
401423158,4,56,Stetson,38,2413,Morehead State,26
401455582,4,246,Juniata,14,2248,Gettysburg,40
401438616,4,2827,Rowan,24,2776,Salve Regina,28
401429853,4,395,St. Augustine's,20,2075,Bowie State,36
401431110,4,365,Alfred,31,126,Kalamazoo,23
401432882,4,2896,Southern Virginia,13,286,NC Wesleyan,14
401431267,4,2399,Minnesota-Morris,49,268,Lawrence,19
401431043,4,40,Curry,49,125974,Hilbert College,9
401435114,4,83,DePauw,59,2748,Wooster,0
401435142,4,2871,Kean,7,2383,Merchant Marine,9
401431069,4,2106,Carthage,16,143,Washington (MO),45
401441255,4,2394,Middlebury,24,336,Wesleyan,10
401443112,4,2422,Muhlenberg,41,2700,McDaniel College,7
401445802,4,121,Bates College,7,112,Tufts,35
401443118,4,2808,Delaware Valley,41,2969,Misericordia,0
401438552,4,548,LaGrange College,28,291,Methodist,38
401432093,4,2128,Charleston (WV),62,2017,Alderson-Broaddus,7
401431834,4,2822,North Greenville,34,2224,Findlay,27
401430963,4,49,Dubuque,0,2685,Wartburg,25
401433151,4,124180,Bluefield,27,2232,Fort Valley State,44
401431544,4,2392,Michigan Tech,13,129,Saginaw Valley,35
401438642,4,388,Lebanon Valley,24,398,Wilkes,19
401431491,4,2477,Ohio Dominican,38,2292,Indianapolis,44
401445214,4,2731,Williams,24,340,Bowdoin,14
401439544,4,2749,Worcester Polytechnic,10,2818,Montclair State,0
401432385,4,2830,St. Anselm,21,2583,Southern Connecticut State,14
401439534,4,2725,Widener,14,471,Stevenson,30
401437210,4,122774,Keystone,6,174,Hobart,65
401432113,4,341,Frostburg State,22,2148,Concord,23
401432135,4,2699,West Liberty,23,455,WV Wesleyan,21
401432129,4,2707,WV State,13,587,Notre Dame College,48
401459908,4,2951,SUNY Maritime,3,2970,William Paterson,14
401444597,4,348,Hamilton,24,7,Amherst College,10
401433024,4,2188,East Stroudsburg,48,209,Lock Haven,7
401432682,4,332,Muskingum,0,426,Mount Union,59
401432672,4,2302,John Carroll,24,191,Heidelberg,7
401435182,4,424,Capital,31,2733,Wilmington (OH),34
401432539,4,306,Illinois Wesleyan,26,32,Carroll (WI),21
401432406,4,2894,Sioux Falls,34,134,Minnesota-Duluth,31
401431079,4,3071,North Central,76,72,Elmhurst,6
401430999,4,2758,Howard Payne,33,2194,East Texas Baptist,21
401430988,4,2938,Huntingdon,34,2056,Belhaven College,21
401430953,4,2141,Coe,48,2564,Simpson College,10
401431303,4,2832,St. Norbert,35,6353,Lakeland University,12
401432625,4,89,Wabash College,42,2171,Denison,45
401403998,4,38,Colorado,17,26,UCLA,45
401431312,4,2524,Rockford,7,2044,Aurora,70
401431320,4,409,Concordia (WI),35,2151,Concordia (IL),7
401430924,4,67,Luther,49,63,Buena Vista,52
401431096,4,74,Millikin,23,75,North Park,21
401431235,4,2152,Concordia (MN),6,2968,Gustavus Adolphus,23
401431248,4,2802,Bethel (MN),28,2600,St. Johns (MN),24
401431218,4,124,Augsburg,50,375,St. Scholastica,13
401432664,4,188,Baldwin-Wallace,35,427,Ohio Northern,31
401432897,4,2744,UW-Stout,66,509,Crown College,6
401424937,4,2065,Bethune-Cookman,36,2755,Grambling,19
401435075,4,2169,Delaware State,13,2771,Merrimack,26
401432696,4,359,Otterbein,10,317,Marietta,27
401432630,4,3112,Christopher Newport,38,2108,Catholic University,7
401428485,4,2900,St. Thomas (MN),43,124179,Lincoln University (CA),6
401423153,4,2181,Drake,25,2368,Marist,30
401420828,4,233,South Dakota,17,2449,North Dakota State,34
401420790,4,2450,Norfolk State,26,2598,St Francis (PA),45
401424428,4,257,Richmond,51,2619,Stony Brook,7
401415405,4,172,Cornell,14,43,Yale,38
401418604,4,2529,Sacred Heart,38,159,Dartmouth,31
401424955,4,2296,Jackson State,49,2400,Mississippi Valley State,7
401432743,4,2018,Allegheny,31,2845,Waynesburg,15
401431242,4,162,Hamline,12,2101,Carleton,45
401433109,4,122666,Barton College,18,2369,Mars Hill,24
401432333,4,2657,Tuskegee,35,2019,Allen,27
401431197,4,2800,Alma College,69,446,Martin Luther College,0
401432352,4,2119,Central State,14,2396,Miles,34
401433094,4,2146,Colorado Mines,45,2570,Colorado State-Pueblo,17
401431918,4,2438,Nebraska-Kearney,38,2118,Central Missouri State,6
401431971,4,2214,Emporia State,13,90,Pittsburg State,14
401416606,4,195,Ohio,59,2230,Fordham,52
401431586,4,2911,William Jewell College,24,2316,Kentucky Wesleyan,17
401431813,4,2586,Southwest Baptist,52,437,Lake Erie College,31
401432347,4,60,Morehouse,3,2542,Savannah State,15
401432979,4,2071,Bloomsburg,17,2559,Shippensburg,31
401431520,4,2825,Quincy,14,308,Ashland,34
401431212,4,2257,Greenville,7,354,Olivet College,63
401431188,4,2738,Wisconsin-Eau Claire,20,2790,Albion,28
401432432,4,2043,Augustana (SD),21,425,Northern State,13
401432415,4,2851,Winona State,40,2817,Minnesota St-Moorhead,7
401431502,4,2816,McKendree,46,2682,Walsh,10
401437656,4,128,Northern Michigan,42,126086,Post University,14
401432148,4,2986,Fairmont State,25,2882,UNC Pembroke,23
401432864,4,2519,Rhodes,56,433,Westminster,6
401435107,4,2359,Macalester,32,133,St. Olaf College,38
401441954,4,2909,Westfield State,11,2967,Framingham State,14
401414781,4,218,Temple,28,113,UMass,0
401438609,4,173,Hartwick,28,2884,Nichols,20
401431172,4,402,Worcester State College,20,379,UMass Dartmouth,41
401431215,4,2651,Trine,17,2121,Centre,0
401431966,4,2122,Central Oklahoma,23,138,Northwest Missouri State,14
401413259,4,2458,Northern Colorado,35,304,Idaho State,14
401433080,4,2714,Western State,56,2123,Chadron State,28
401439515,4,2323,Lane,20,2206,Edward Waters,9
401435051,4,2222,Ferris State,69,3080,Waldorf,3
401431180,4,2003,Adrian,73,109418,Finlandia University,13
401431857,4,2695,West Alabama,7,2698,West Georgia,22
401432751,4,2644,Thiel College,6,2102,Carnegie Mellon,35
401433073,4,2069,Black Hills State,31,11,Colorado Mesa,28
401431528,4,2654,Truman State,18,2838,Tiffin,17
401432439,4,2364,Minnesota State,31,559,University of Mary,28
401425452,4,2546,Southeast Missouri State,35,2110,Central Arkansas,27
401420816,4,79,Southern Illinois,34,155,North Dakota,17
401420808,4,2623,Missouri State,14,2571,South Dakota State,28
401422999,4,163,Princeton,29,2329,Lehigh,17
401422929,4,2535,Samford,35,2717,Western Carolina,12
401426565,4,98,Western Kentucky,73,2229,Florida International,0
401424429,4,399,Albany,45,2115,Central Connecticut,26
401424366,4,2729,William & Mary,31,2210,Elon,35
401404082,4,2641,Texas Tech,37,251,Texas,34
401415037,4,2026,Appalachian State,28,256,James Madison,32
401426572,4,2636,UT San Antonio,52,2640,Texas Southern,24
401426568,4,2390,Miami,31,2393,Middle Tennessee,45
401405096,4,2132,Cincinnati,45,84,Indiana,24
401405092,4,127,Michigan State,7,135,Minnesota,34
401404126,4,153,North Carolina,32,87,Notre Dame,45
401426569,4,235,Memphis,44,249,North Texas,34
401424405,4,222,Villanova,42,2405,Monmouth,49
401403901,4,2633,Tennessee,38,57,Florida,33
401415224,4,21,San Diego State,17,2649,Toledo,14
401413217,4,2447,Nicholls,21,55,Jacksonville State,52
401413237,4,331,Eastern Washington,35,147,Montana State,38
401415221,4,36,Colorado State,10,16,Sacramento State,41
401411122,4,2116,UCF,27,59,Georgia Tech,10
401403999,4,265,Washington State,41,2483,Oregon,44
401435176,4,2486,Pacific Lutheran,14,2094,Cal Lutheran,17
401413336,4,149,Montana,53,2502,Portland State,16
401433008,4,2291,Indiana (PA),33,2385,Mercyhurst,16
401433062,4,2237,Fort Lewis,17,2001,Adams State,52
401433399,4,374,St. John Fisher,3,2528,Rensselaer,0
401413247,4,2464,Northern Arizona,10,70,Idaho,27
401433132,4,2107,Catawba,17,2839,Tusculum,50
401426671,4,2710,Western Illinois,17,2460,Northern Iowa,52
401430698,4,2940,Livingstone,7,330,Virginia State,37
401403898,4,145,Ole Miss,35,202,Tulsa,27
401424427,4,119,Towson,14,160,New Hampshire,37
401430705,4,2220,Fayetteville State,28,2676,Virginia Union,31
401418632,4,2046,Austin Peay,31,2198,Eastern Kentucky,20
401420800,4,2428,North Carolina Central,59,2355,Virginia Lynchburg,14
401432395,4,389,Upper Iowa,22,132,Bemidji State,48
401433103,4,613,South Dakota Mines,41,2424,New Mexico Highlands,27
401431613,4,2848,Western Oregon,24,110243,University of Texas of the Permian Basin,27
401462513,4,2466,Northwestern State,35,2320,Lamar,27
401431938,4,196,Northeastern State,38,2876,Lincoln (MO),10
401444592,4,2843,Western Connecticut State,27,18,Bridgewater State,40
401438657,4,101,Eureka College,10,2283,Benedictine (IL),58
401426255,4,93,Murray State,21,2197,Eastern Illinois,35
401403996,4,25,California,49,12,Arizona,31
401415624,4,151,East Carolina,20,2426,Navy,23
401424426,4,48,Delaware,35,2261,Hampton,3
401422923,4,2241,Gardner-Webb,14,2382,Mercer,45
401413205,4,338,Kennesaw State,24,2747,Wofford,22
401423440,4,50,Florida A&M,38,2010,Alabama A&M,25
401432781,4,2686,Washington & Jefferson,50,2062,Bethany (WV),7
401426570,4,248,Houston,34,242,Rice,27
401426335,4,295,Old Dominion,29,2032,Arkansas State,26
401416605,4,290,Georgia Southern,34,2050,Ball State,23
401404160,4,2335,Liberty,21,2006,Akron,12
401432966,4,2587,Southwest Minnesota State,27,568,Minot State,20
401431868,4,2444,Newberry,32,101784,Erskine,14
401431980,4,2804,Chowan,21,2736,Winston-Salem,7
401423450,4,2011,Alabama State,15,2504,Prairie View,25
401432701,4,351,Wingate,10,2213,Emory & Henry,17
401433117,4,2331,Lenoir-Rhyne,34,2105,Carson-Newman,13
401433039,4,215,Slippery Rock,30,611,Seton Hill College,2
401432324,4,2805,Clark Atlanta,0,2013,Albany State (GA),35
401432342,4,490,Benedict College,40,2310,Kentucky State,14
401431534,4,131,Wayne State (MI),9,125,Grand Valley State,48
401432520,4,2810,Hardin-Simmons,20,2371,Mary Hardin-Baylor,50
401420864,4,2617,Stephen F. Austin,98,2683,Warner,0
401432760,4,2242,Geneva College,7,2963,Case Western Reserve,34
401444110,4,2191,East Central,31,2823,Northwestern Oklahoma State,3
401403896,4,96,Kentucky,31,2459,Northern Illinois,23
401430731,4,2028,Arkansas-Monticello,35,2033,Arkansas Tech,14
401438621,4,3,Birmingham-Southern,34,3179,Point University,14
401431103,4,2042,Augustana (IL),28,396,Wheaton College (Ill),38
401432424,4,2844,Wayne State (NE),48,3066,Concordia-St. Paul,21
401433125,4,2336,Limestone,27,2842,UVA-Wise,13
401431451,4,2888,Ouachita Baptist,21,2264,Harding,13
401431825,4,110242,West Florida,42,2170,Delta State,45
401431511,4,2402,Missouri S&T,10,2273,Hillsdale,17
401431459,4,2568,Southern Arkansas,28,2271,Henderson State,24
401431975,4,137,Missouri Western,31,2687,Washburn,38
401431467,4,319,Oklahoma Baptist,31,2927,Southwestern Oklahoma,38
401431474,4,199,Southeastern Oklahoma,34,200,Southern Nazarene,45
401420848,4,2545,Southeastern Louisiana,41,2916,Incarnate Word,35
401423146,4,2506,Presbyterian College,24,2166,Davidson,56
401432773,4,146,Grove City College,42,2614,St. Vincent,7
401405091,4,164,Rutgers,10,2294,Iowa,27
401420842,4,2630,UT Martin,56,2815,Lindenwood,26
401424930,4,2016,Alcorn State,38,2029,Arkansas-Pine Bluff,21
401428475,4,2448,North Carolina A&T,41,2569,South Carolina State,27
401418779,4,2453,North Alabama,28,2627,Tarleton State,43
401431900,4,2837,Texas A&M-Commerce,63,123086,North American University,3
401418793,4,326,Texas State,34,2277,Houston Christian,0
401426393,4,2653,Troy,16,276,Marshall,7
401403893,4,245,Texas A&M,23,8,Arkansas,21
401415040,4,2655,Tulane,24,2572,Southern Mississippi,27
401415222,4,328,Utah State,24,2439,UNLV,34
401426567,4,6,South Alabama,38,2348,Louisiana Tech,14
401431889,4,2025,Angelo State,34,2704,West Texas A&M,14
401431017,4,2588,Southwestern University,38,241,McMurry,33
401431009,4,2639,Texas Lutheran,14,2834,Sul Ross State,28
401426566,4,2509,Purdue,28,2226,Florida Atlantic,26
401403897,4,99,LSU,38,167,New Mexico,0
401403892,4,333,Alabama,55,238,Vanderbilt,3
401404150,4,152,NC State,41,41,Connecticut,10
401405093,4,77,Northwestern,14,193,Miami (OH),17
401405095,4,194,Ohio State,52,275,Wisconsin,21
401426564,4,2579,South Carolina,56,2429,Charlotte,20
401431903,4,2658,Texas A&M-Kingsville,43,2201,Eastern New Mexico,10
401418784,4,2000,Abilene Christian,34,2703,Western New Mexico,7
401411118,4,52,Florida State,44,103,Boston College,14
401404081,4,201,Oklahoma,34,2306,Kansas State,41
401431602,4,2395,Midwestern State,77,2829,Simon Fraser,0
401431929,4,2231,Fort Hays State,24,2403,Missouri Southern State,25
401418803,4,2377,McNeese,32,2401,Mississippi College,17
401426336,4,2433,Louisiana Monroe,21,309,Louisiana,17
401420858,4,253,Southern Utah,31,3101,Utah Tech,17
401409237,4,166,New Mexico State,45,62,Hawai'i,26
401404000,4,204,Oregon State,14,30,USC,17
401439555,4,2850,Whittier,0,2923,Pomona-Pitzer,59
401415184,4,302,UC Davis,12,2692,Weber State,17
401461254,4,411,Chapman,56,2318,La Verne,13
401432824,4,29,Redlands,21,17,Claremont,25
401415223,4,252,BYU,38,2751,Wyoming,24
401415225,4,23,San José State,34,2711,Western Michigan,6
401404001,4,264,Washington,40,24,Stanford,22
401403997,4,9,Arizona State,13,254,Utah,34
401403908,5,2579,South Carolina,50,2569,South Carolina State,10
401430710,5,2220,Fayetteville State,13,2804,Chowan,10
401415226,5,252,BYU,38,328,Utah State,26
401431173,5,379,UMass Dartmouth,48,2843,Western Connecticut State,21
401415625,5,248,Houston,24,2655,Tulane,27
401426576,5,2393,Middle Tennessee,30,2636,UT San Antonio,45
401415228,5,68,Boise State,35,21,San Diego State,13
401404007,5,26,UCLA,40,264,Washington,32
401418605,5,159,Dartmouth,17,219,Pennsylvania,23
401415229,5,2439,UNLV,31,167,New Mexico,20
401405099,5,275,Wisconsin,10,356,Illinois,34
401431985,5,2224,Findlay,7,2222,Ferris State,38
401432103,5,587,Notre Dame College,49,2128,Charleston (WV),24
401432154,5,455,WV Wesleyan,0,112335,Wheeling Jesuit,37
401455635,5,2487,Pace,45,126086,Post University,6
401431545,5,110254,Davenport,52,2392,Michigan Tech,38
401433040,5,367,Gannon,21,611,Seton Hill College,10
401411124,5,103,Boston College,34,97,Louisville,33
401435134,5,109,MIT,7,2108,Catholic University,42
401403905,5,145,Ole Miss,22,96,Kentucky,19
401405100,5,2294,Iowa,14,130,Michigan,27
401404085,5,2306,Kansas State,37,2641,Texas Tech,28
401404137,5,349,Army,14,2247,Georgia State,31
401438610,5,2884,Nichols,14,2702,Western New England,47
401444121,5,398,Wilkes,27,2015,Albright,0
401431054,5,452,Endicott College,20,2280,Husson,0
401426253,5,43,Yale,34,47,Howard,26
401442044,5,284,Stonehill,24,2184,Duquesne,20
401423000,5,2329,Lehigh,7,2405,Monmouth,35
401428486,5,2368,Marist,24,2900,St. Thomas (MN),38
401420801,5,2097,Campbell,48,2428,North Carolina Central,18
401420780,5,2415,Morgan State,44,2355,Virginia Lynchburg,10
401439535,5,471,Stevenson,7,2808,Delaware Valley,26
401431163,5,110,Mass Maritime,20,2909,Westfield State,9
401432532,5,323,Moravian,51,246,Juniata,7
401423427,5,2598,St Francis (PA),39,2115,Central Connecticut,13
401432883,5,286,NC Wesleyan,37,548,LaGrange College,22
401450147,5,2967,Framingham State,9,2972,Plymouth State,14
401405101,5,135,Minnesota,10,2509,Purdue,20
401404086,5,2628,TCU,55,201,Oklahoma,24
401444114,5,2583,Southern Connecticut State,14,2038,Assumption,28
401415227,5,2005,Air Force,13,2426,Navy,10
401415628,5,235,Memphis,24,218,Temple,3
401432545,5,122774,Keystone,44,417,Gallaudet,52
401431277,5,2286,Illinois College,21,2891,Ripon,23
401431258,5,65,Grinnell,28,266,Beloit College,20
401435067,5,390,Utica,57,173,Hartwick,7
401433400,5,184,Rochester,3,2528,Rensselaer,31
401435197,5,2373,Maryville TN,28,2938,Huntingdon,42
401441943,5,2782,SUNY Cortland,28,3110,Morrisville State,7
401441256,5,348,Hamilton,14,336,Wesleyan,49
401441264,5,2532,Salisbury,30,2818,Montclair State,7
401443113,5,2422,Muhlenberg,56,2248,Gettysburg,17
401445799,5,2477,Ohio Dominican,21,2682,Walsh,0
401433152,5,124180,Bluefield,22,3111,Apprentice School,19
401435056,5,2105,Carson-Newman,24,2444,Newberry,14
401432812,5,418,Hendrix College,7,386,Trinity (TX),28
401423138,5,2166,Davidson,31,2086,Butler,0
401433126,5,2369,Mars Hill,14,2336,Limestone,17
401431044,5,111675,University of New England,37,40,Curry,21
401430989,5,291,Methodist,27,2056,Belhaven College,34
401431153,5,2354,Lycoming,23,247,King's College (PA),28
401432553,5,174,Hobart,7,175,Ithaca,31
401423159,5,2413,Morehead State,14,2506,Presbyterian College,10
401433045,5,2559,Shippensburg,13,2974,Shepherd,30
401431198,5,2651,Trine,21,2800,Alma College,40
401432377,5,112334,Franklin Pierce,0,2060,Bentley,41
401424431,5,311,Maine,20,222,Villanova,45
401423154,5,2168,Dayton,27,2181,Drake,14
401432114,5,2148,Concord,9,2986,Fairmont State,10
401435076,5,2771,Merrimack,24,112358,Long Island University,23
401431189,5,126,Kalamazoo,6,2790,Albion,48
401433025,5,209,Lock Haven,12,210,Millersville,42
401430978,5,6845,Nebraska Wesleyan University,0,2964,Central,58
401430971,5,2564,Simpson College,23,67,Luther,33
401430925,5,63,Buena Vista,16,49,Dubuque,46
401432631,5,3112,Christopher Newport,20,2827,Rowan,14
401432575,5,391,Oberlin,7,2274,Hiram,34
401432851,5,109418,Finlandia University,0,583,Northwestern (MN),30
401429864,5,2304,Johnson C Smith,49,2207,Elizabeth City State,14
401432845,5,2257,Greenville,30,446,Martin Luther College,27
401432865,5,433,Westminster,8,2399,Minnesota-Morris,28
401432711,5,2828,Shenandoah,20,366,Ferrum,0
401438629,5,2467,Norwich,31,2557,Coast Guard,23
401438664,5,2516,Randolph-Macon,48,2258,Guilford,19
401432618,5,2748,Wooster,7,2980,Ohio Wesleyan,35
401435124,5,7,Amherst College,3,2977,Trinity (CT),20
401455587,5,2871,Kean,15,2970,William Paterson,22
401445124,5,2700,McDaniel College,21,2175,Dickinson,13
401432407,5,134,Minnesota-Duluth,36,2817,Minnesota St-Moorhead,28
401439529,5,237,Union,45,2085,Buffalo State,0
401432626,5,2746,Wittenberg,35,89,Wabash College,42
401428481,5,2230,Fordham,59,46,Georgetown,38
401445215,5,340,Bowdoin,10,2394,Middlebury,20
401432702,5,2213,Emory & Henry,38,2107,Catawba,23
401438636,5,2969,Misericordia,14,2221,FDU-Florham,28
401431033,5,2234,Franklin & Marshall,26,118,Johns Hopkins,43
401432136,5,2249,Glenville State,35,2699,West Liberty,14
401420791,5,2529,Sacred Heart,31,2450,Norfolk State,14
401415198,5,171,Columbia,6,163,Princeton,24
401430706,5,2676,Virginia Union,69,395,St. Augustine's,0
401415406,5,2142,Colgate,31,172,Cornell,34
401418597,5,108,Harvard,21,107,Holy Cross,30
401432425,5,3066,Concordia-St. Paul,15,2364,Minnesota State,25
401432121,5,2882,UNC Pembroke,10,341,Frostburg State,9
401430983,5,2685,Wartburg,42,263,Loras College,3
401420809,5,155,North Dakota,48,2623,Missouri State,31
401433016,5,2188,East Stroudsburg,20,2315,Kutztown,24
401455585,5,2731,Williams,28,112,Tufts,35
401430689,5,2736,Winston-Salem,0,2339,Lincoln (PA),0
401426338,5,256,James Madison,40,326,Texas State,13
401431138,5,2362,Manchester,20,2419,Mount St. Joseph,55
401438643,5,111674,Alvernia University,6,388,Lebanon Valley,32
401441931,5,216,Susquehanna,17,2667,Ursinus,12
401431120,5,2074,Bluffton,27,2233,Franklin,37
401437203,5,15,Anna Maria College,25,3162,Alfred State College,30
401438675,5,191,Heidelberg,42,332,Muskingum,21
401431146,5,2023,Anderson (IN),7,86,Rose-Hulman,45
401432639,5,415,George Fox University,12,2486,Pacific Lutheran,13
401431130,5,190,Defiance,20,2262,Hanover,37
401413206,5,2747,Wofford,7,2382,Mercer,42
401432673,5,2733,Wilmington (OH),0,2302,John Carroll,59
401432683,5,427,Ohio Northern,0,426,Mount Union,45
401420843,5,2815,Lindenwood,28,2546,Southeast Missouri State,49
401432343,5,2232,Fort Valley State,13,490,Benedict College,45
401432819,5,2553,Sewanee Univ. of the South,27,2398,Millsaps,30
401435061,5,306,Illinois Wesleyan,38,74,Millikin,24
401432889,5,2740,Wisconsin-La Crosse,31,2745,UW-Whitewater,34
401424395,5,2210,Elon,30,257,Richmond,27
401413218,5,55,Jacksonville State,35,338,Kennesaw State,28
401432874,5,2913,Brevard College,31,2256,Greensboro,13
401432804,5,2519,Rhodes,7,2121,Centre,21
401433009,5,2291,Indiana (PA),20,215,Slippery Rock,12
401420824,5,2449,North Dakota State,27,2754,Youngstown State,14
401432325,5,2013,Albany State (GA),20,2396,Miles,3
401421159,5,231,Furman,27,2535,Samford,34
401435209,5,2723,UW-River Falls,56,2743,Wisconsin-Stevens Point,3
401425422,5,2634,Tennessee State,27,2323,Lane,28
401431243,5,375,St. Scholastica,43,162,Hamline,42
401432720,5,2079,Bridgewater (VA),27,297,Hampden-Sydney,17
401439511,5,2385,Mercyhurst,13,2205,Edinboro,16
401431869,5,101784,Erskine,7,351,Wingate,31
401416608,5,2050,Ball State,44,2459,Northern Illinois,38
401431236,5,2600,St. Johns (MN),35,2152,Concordia (MN),28
401431503,5,2911,William Jewell College,34,2816,McKendree,45
401431000,5,2834,Sul Ross State,42,2758,Howard Payne,56
401432761,5,146,Grove City College,14,2963,Case Western Reserve,13
401404006,5,254,Utah,42,204,Oregon State,16
401432974,5,2851,Winona State,38,2844,Wayne State (NE),14
401429854,5,2075,Bowie State,53,2940,Livingstone,7
401432396,5,568,Minot State,14,132,Bemidji State,59
401431295,5,255,Knox College,14,80,Chicago,50
401432782,5,2686,Washington & Jefferson,66,2018,Allegheny,14
401432563,5,2524,Rockford,21,409,Concordia (WI),42
401431313,5,2044,Aurora,62,2741,Wisconsin Lutheran,17
401432697,5,359,Otterbein,35,424,Capital,28
401435204,5,271,UW-Oshkosh,46,272,Wisconsin-Platteville,7
401435099,5,2101,Carleton,56,2359,Macalester,27
401431249,5,2968,Gustavus Adolphus,27,2802,Bethel (MN),30
401431282,5,2155,Cornell College (IA),10,262,Lake Forest,41
401431321,5,2151,Concordia (IL),13,101,Eureka College,27
401431919,5,2118,Central Missouri State,35,196,Northeastern State,13
401432991,5,2134,Clarion,14,2858,California (PA),59
401432950,5,2043,Augustana (SD),24,2894,Sioux Falls,31
401431070,5,72,Elmhurst,21,2106,Carthage,57
401431219,5,133,St. Olaf College,41,124,Augsburg,36
